id,datePublished,reviewBody,bankName,url,location,product
57043,2025-01-01 04:12:10,"_Покупка_ МСС 9406 комиссия 5.9%+150 руб. Желаю вам подавиться своей комиссией, чтоб поперёк горла встало всем и каждому сотруднику. Чтоб вам ни дна ни покрышки. Чтоб вам пусто было.  Чтоб",Альфа-Банк,https://www.banki.ru/services/responses/bank/response/12080300,Москва,Кредитная карта
57042,2025-01-01 04:43:27,"Добрый день. На конец месяца общий остаток долга составлял 220000, остаток непогашенной задолжности по льготному периоду 14000, сегодня, 01.01.2025 был начислен платеж 28524 из которых 4394 возвратные, а остальное проценты. каким образом ари 38,8 годовых и 2 процентах на остаток получились такие суммы с учетом остатка на конец льготного периода менее 15000 рублей? На всю сумму кредита остаток 85360 процентов в год! Прошу помочь разобраться со сложившейся ситуацией.",Сбербанк,https://www.banki.ru/services/responses/bank/response/12080305,Санкт-Петербург,Кредитная карта
57029,2025-01-01 17:03:54,"Банк насчитал мне проценты на денежные средства по кредитной карте. Считаю что они взяты не правильно, поскольку банк в мобильном приложении указывал срок беспроцентного внесения денежных средств 30 число месяца, а по факту 30 числа выставил уже проценты. Соответственно со стороны банка не было каких-либо смс оповещений и/или какого-то другого оповещения о подходящем или измененном сроке погашения. Тридцатого числа, как и планировалось, мною вся сумма была внесена на карту, но банк списал проценты с данной суммы. Со стороны банка точная дата погашения указывается не корректно, что вводит клиентов в заблуждение и неправильное ее понимание, что в конечном счёте и привело к данной проблеме. Уже давно в других банках оповещение о сроках оплаты реализовано понятно и заблаговременно, за исключением Альфы.",Альфа-Банк,https://www.banki.ru/services/responses/bank/response/12080694,Москва,Кредитная карта
57018,2025-01-02 06:58:18,"Очень сильно огорчил банк ВТБ,списали средства якобы за страховку от мошенничества,хотя никаких подписания с ними не делал! Просил вернуть деньги,требуют личного посещения в банк! 21 век,я должен тратить деньги на дорогу 120 рублей, чтобы вернуть 99 рублей! Издевательство! Может на это и рассчитано? Никто не поедет и деньги останутся у них!?",ВТБ,https://www.banki.ru/services/responses/bank/response/12081195,Москва,Кредитная карта
57015,2025-01-02 11:58:29,"Здравствуйте! Хотелось бы оставить неприятный отзыв о продукте ""Кредитная карта год без %"" в части льготного периода. Ситуация следующая: 30 декабря по карте закончился льготный период. В этот же день я внес денежные средства для закрытия льготного периода. Но на момент закрытия льготного периода, в обработке были ещё 2 операции по покупке, и соответственно в приложении было указано, что льготный период не 60 дней, а 56 дней, так как имеются ещё транзакции в обработке. Ок. Согласен. Предварительно задал вопрос в чат сотруднику Банка, который мне объяснил, что льготный период 60 дней восстановится , когда операции в обработке перейдут в статус ""обработано"". Хорошо. Согласен. 31 декабря открываю приложение, вижу, что в графе задолженность ""0"" и льготный период по карте установлен 60 дней. Отлично. Значит льготный период начался. Я начал осуществлять операции по карте, и на следующий день был сильно удивлен, когда зашел в приложение и увидел, что остаток льготного периода у меня не 58 дней, а 56 дней. Позвонил в Банк, уточнить почему так, и был удивлен, когда мне сказали, что он у меня начался 28 декабря. Это как, я хочу спросить, если льготный период был закрыт 30 декабря!!! Это абсолютно не верно, и не поддается никакой логики. Полное нарушение договора. В связи со сложившейся ситуации, прошу решить данную проблему. Также данное обращение отправляется в ЦБ РФ.",Альфа-Банк,https://www.banki.ru/services/responses/bank/response/12081382,Москва,Кредитная карта
57009,2025-01-02 14:07:23,"Получила в новом году негативнейший опыт со Сбером и Яндекс Банком, который все предлагает свой Сплит. Это же так удобно и классно - сегодня заплатить часть, а потом еще несколькими платежами БЕЗ переплат, да? И везде большими буквами БЕЗ переплат, и предлагает любые удобные способы оплаты. Фантастика, а не сервис! Только забыли большими красными буквами написать ВЕЗДЕ, что платежи будут Сбером расцениваться как ПЕРЕВОД НАЛИЧНЫХ!!! Любой финансово грамотный человек сразу бы понял, что будут драконовские комиссии! А Сбер ее спишет (почти 10% с платежа!!! С одного платежа, которых еще 4 штуки!!!) ибудет рад. И будет в поддержке вам писать, что, мол они белые и пушистые и все это дело техники. А таких незадачливых покупателей подарков, как я, они только и рады подловить вместе с Яндекс Банком. И действительно, откуда ж еще Сберу такую выручку делать?  В общем, если и платите долями за покупки, то только не я Яндексом, и ни в коем случае не ст Сбером!!!",Сбербанк,https://www.banki.ru/services/responses/bank/response/12081538,Москва,Кредитная карта
57007,2025-01-02 15:20:27,"Хочу предостеречь клиентов этого ужасного банка от пользования услугами этой конторки. Я несколько лет пользовался дебетовой картой этого банка, у меня были хорошие обороты, на чем банк зарабатывал от платежной системы. Покупал криптовалюту, после чего мне заблокировали все карты и доступ в личный кабинет. Я дважды посещал офис банка, где с меня требовали назвать получателя денежных средств. А я откуда могу знать, если я совершал перевод по номеру, чтобы мне зачислили криптовалюту на кошелек. В мой второй визит мне сказали, что пока я не назову ФИО получателя мне ничего не разблокируют и предложили закрыть счет и вывести денежные средства. Я вывел на другой банк. НО! У меня есть кредитная карта в этом ""чудо""-банке. Я несколько раз уточнял каким образом мне ее погасить. 31 декабря я позвонил на горячую линию, чтобы уточнить как мне быть и как погасить карту. На что сотрудник мне сказал, что я могу перевести деньги по реквизитам(он мне их направит в смс) и после этого моя задолженность будет полностью погашена. Я сделал все так, как меня проконсультировал сотрудник. Перевел денежные средства 1 января, операция в банке отправителе(ВТБ) обработана. Сегодня 2 января я звоню на горячую линию Альфабанка, на что мне говорят, что денежные средства не зачислены т.к. межбанковский перевод может идти несколько дней. И для того, чтобы деньги зачислились моментально нужно было переводить по номеру телефона. Но данную информацию мне не предоставили, сказали переводить по реквизитам умолчав факт зачисления в несколько дней. Повторюсь, я сделал так, как сказал сотрудник. Сегодня выясняется, что мой льготный период истек и я должен заплатить проценты за весь год из-за некорректной консультации некомпетентного сотрудника. Это вообще как? Я не сотрудник банка, чтобы понять, как правильно сделать потому и звоню сотрудникам, думая, что они компетентны и мне помогут. Считаю данные действия умышленными дабы содрать деньги неправомерно с клиента. Умышленная недосказанность привела к тому, что я должен проценты, хотя сделал так, как меня про консультировали. Прошу разобраться в данной ситуации. Далее я буду обращаться в ЦБ.",Альфа-Банк,https://www.banki.ru/services/responses/bank/response/12081628,Санкт-Петербург,Кредитная карта
57006,2025-01-02 16:10:17,"банк указывает некорректные суммы минимальных платежей и задолженностей по кредитной карте, далее при выплате платежей указанных в выписке с вас списываются проценты. поскольку сумма указанная в выписке была неверной, полностью следуя инструкциям банка в приложении по погашении задолжности в льготный период на ровном месте попал на 15тр. не первая ""неоднозначная"" ситуация с данным банком. в данный момент закрываю все продукты в банке и перестаю с ним сотрудничать. ранее уже разрывал договора, но спустя несколько лет вернулся, была надежда на изменения в лучшую сторону со стороны банка.",Альфа-Банк,https://www.banki.ru/services/responses/bank/response/12081688,Санкт-Петербург,Кредитная карта
57004,2025-01-02 17:54:21,"Новый год наступил с «замечательного подарка» от Альфы в виде начисленных процентов по кредитной карте. Это, конечно, мой косяк, что забегался в новогодней суете и не внес 31го числа сумму долга. Но и банк хорош – в чем сложность напомнить клиенту о необходимости внесения оплаты? Почему желтые это делают: и смс отправят и даже позвонят накануне. И более того, если вдруг случится, что клиент опомнился сразу после того, как срок уже вышел – внимательно отнесутся и пойдут на встречу. Главное, чтобы не было злоупотребления. Но для Альфы, похоже, слово лояльность неведомо. Дважды обращался, но получил формальный ответ: «сами должны следить, мы ни о чем таком не уведомляем. Потому идите нафиг…»  Сотрудники, хорошо усвоили скрипт, как послать клиента лесом, но при этом не стесняются выпрашивать хорошие оценки за свою неработу. На протяжении декабря Альфа упорно настаивал оставить положительный отзыв на его работу, обещая взамен выдать небольшой бонус. Наверняка, нашлось много желающих получить такой лёгкий подарок. Да и, что греха таить, я сам был не прочь поучаствовать в этом аттракционе невиданной щедрости и после каждого напоминания честно пытался вспомнить, а что же хорошего было в работе банка за последние месяцы, чем бы можно было поделиться. Но, увы, ничего в голову так и не пришло. Свеж в памяти слив базы данных с персональным данными в сеть, а также регулярный спам от так называемых партнеров альфы, буквально через минуту после подачи заявки на кредит. Регулярные косяки с выплатой кешбека. Нет, после обращения, все выплачивается, но надо обязательно в расчётную дату все перепроверить и указать банку на ошибки. А без обращения большой риск не дополучить большую часть обещанных бонусов. Альфа не экономит ресурсов, чтобы засыпать клиентов предложениями своих продуктов - всяких страховок, кредитов, инвестиций и прочее. Неважно надо клиенту это или нет - пришлём, напомним, а вдруг клиент случайно что-нибудь нажмёт, из любопытства чем-нибудь воспользуется ...на это ресурсов не жалко, оно и понятно - бизнес.  А вот проинформировать клиента об окончании льготного периода, о необходимости погашения задолженности - вот здесь лучше промолчать. И ведь тоже понятно - бизнес... А то, вдруг клиент и вправду отреагирует и в срок все погасит, тогда же банк не увидит своих грабительских процентов...  Проще всего сказать - клиент дурак, обязан был сам следить, а мы ничего не обязаны, наше дело - деньги с него стричь, да побольше...  Лояльность? Нет, не слышали... У альфы есть чёткий скрипт, и они ему следуют...  Вот и пусть следуют на… Разочаровался сильно, была надежда на этот банк, что он может составить хорошую конкуренцию другим, но нет... Нельзя им доверять ни в сохранности персональных данных, ни в выплате обещанных бонусов, нельзя положиться, что они сообщат о действительно важном, невозможно рассчитывать на проявление лояльности… Буду прощаться с красными и никому больше не посоветую с ними связываться...",Альфа-Банк,https://www.banki.ru/services/responses/bank/response/12081790,Санкт-Петербург,Кредитная карта
57002,2025-01-02 19:49:40,"30.12 ваш банк сделал подарок на НГ! Начислил скрытые проценты по льготному периоду! 30.12 мне пришло пуш уведомление - Информационное сообщение Льготный период закончился 30.12.24, карта *5409. Я сразу же зашла в приложение и увидела начисленные проценты.  Написала в чат и мне ответили, что да один льготный период закончился. Я им объяснила, что нигде в приложении нет этой информации, также эту информацию не смог мне и оператор предоставить, только на словах. Что где то там в приложении это есть. Заходя и нажимая на карту у меня стоит срок 183 дня, то есть ещё много дней до окончания льготного периода, но однако проценты были начислены все равно и списаны. Я по рекомендации оператора, составила претензию, о возврате, так как я всегда укладываюсь в льготный период, но мне пришел отказ, что ничего не вернут. Банк намерен скрыл в эту информацию от меня, как клиента банка, чтобы я заплатила проценты! Хотя повторюсь, во всегда плачу в льготный период и умею за ним следить. Я никогда в вашем банке не допускала каких- то просрочек!! И мин платежи тоже в срок всегда и льготный период тоже! В других банках, есть дата указанная, когда заканчивается льготный период, а в альфа банке почему то стоят просто дни. Я сама в ручную должна сидеть и считать когда 183 дня закончатся по вашему???! Я написала уже две претензии, что банк скрыл от меня, нигде нет информации о том, что надо оплатить сумму в декабре. Также оператор тоже подтвердил, что я уже не первый клиент, кто жалуется на некорректное отображение информации и работу приложения. Я прилагаю все скрины, также из карты, где ни слова нет об оплате в декабре, что нужно оплатить. Альфа банк намерено скрывает от клиентов эту информацию, чтобы клиенты платили проценты, вы обманщики! Я требую вернуть проценты! Я никому больше не буду рекомендовать ваш банк. Также подготавливаю информацию с жалобой в ЦБ. Раз вы такие не клиентоориентированны. Все скрины прикладываю!! Все же надеюсь на вашу компетентность и положительного решения!!!!!",Альфа-Банк,https://www.banki.ru/services/responses/bank/response/12081930,Москва,Кредитная карта
57001,2025-01-02 21:52:05,"Решил воспользоваться ""прекрасным"" продуктом от альфа банка кредитной картой весь год без процентов! один раз воспользовался своим лимитом 2 000 000, погасил в льготный срок. Воспользовался второй раз когда возникали непредвиденный траты в августе 2024 которые удобно решать кредиткой, решил, что в срок не погашу, внесу несколько платежей и закрою в начале следующего года. После истечения срока банк начал выставлять ежемесячный платеж 180 000. Мне было под силу, но удивило, мало того что это почти 10% по максимальной от суммы, учитывая, что банки такого уровня всегда 3% платеж делают так Альфа еще списывают все деньги и обнуляют лимит через его уменьшения задним числом, то есть ты не сможем воспользоваться этим лимитом уже и расчитывать на остаток доступный как обычно. Бывает всякое и иногда ты хочешь расчитывать на этот лимит и средства которые остаются после погашения осноного долга. Я платежеспосольный клиент и могу тянуть такие суммы уплаты по карте, но как поступает альфа банк, такого я не встречал никогда у других банков даже с более низким рецтингом. поступают некрасиво и непорядочно видимо такими плетежесподсобными клиентами банк теперь не боится разбрасываться и не во что не ставить. на решение вопросов они забили! так что если кто-то решит воспользоваться их предложением- подумайте 10 раз и почитайте условия. Выберите лучше другой банк который не имеет подобных отзывов и нагрузку выдерживает соразмерную в 3%. Такое отношение вообще редкость для крупного банка! поступает как мелкий банчок с низкокачесвеной клиентской базой.",Альфа-Банк,https://www.banki.ru/services/responses/bank/response/12082076,Москва,Кредитная карта
56999,2025-01-02 22:36:21,"В начале сентября 2024 г я оформил кредитную карту в банке, ориентировочно 10-11 числа и начал ей пользоваться. 17 сентября я зашел в мобильное приложение, провалился в кредитную карту и там были тарифы на обслуживание карты от 17.07.2024 г, где было написано, что обслуживание карты бесплатно, так же оформление до 2 х карт или платежных стикеров бесплатно. Я обратился в чат банка, что бы уточнить как получить платежный стикер, но сотрудник банка мне ответил, что оформление стикеров платное и изменение тарифов произошло с 1 сентября. Я отправил в чат, так же создал обращение по тому, что на данный момент в приложении тарифы от 17 июля и там стикер бесплатный, данные тарифы так же прилагаю к отзыву. На скрине четко видно, что скрин сделан из приложения Луна и если бы изменение тарифов было с 1 сентября, а я открыл карту 10 сентября, тарифов от июля месяца у меня в приложении не должно было быть. Но банк отказался выпускать стикер бесплатно, ссылаясь на тарифы от 1 сентября. И на следующий день тарифы в приложении были обновлены. Могу сделать только один вывод, что банк просто забыл изменить своевременно тарифы в приложении. Считаю банк не клиентоориентированным, т.к такая крупная финансовая организация, могла бы признать свою ошибку и выпустить стикер бесплатно, по тем тарифам которые были выложены в приложении на момент моего обращения.",ВТБ,https://www.banki.ru/services/responses/bank/response/12082117,Москва,Кредитная карта
56997,2025-01-03 04:34:01,"В конце ноября 27.11.2024 оформил себе кредитную карту Кредитная «Карта возможностей» ВТБ. Так как знаком с работой банков, звонил раза 3 в банк и задавал вопросы есть ли какие то списания за обслуживание, какие условия пользования картой и какой беспроцентный период. Уточнял, будут ли еще что-то списывать? Звонил я предварительно когда уточнял условия, за день до приезда карты я так же уточнил еще раз по условиям. Когда приехала девушка с картой, на месте я еще задал вопросы про списания. Ни один сотрудник мне не рассказал про страхование, все умолчали. Это откровенное навязывание услуги. На сайте я тоже не видел никаких галочек что соглашаюсь со страхованием, следовательно ВТБ хорошо его прячет и не озвучивает. Оператор Руслан 702***** табельный номер, звонил в ВТБ 03.01.2025 в 03:58, заверил что вернуть я смогу только через отделением банка по письменному заявлению в течении 30 дней с момента якобы подписания этого договора.  В итоге мы имеем: Потраченное время, необходимость тащиться в ВТБ и писать заявление, навязанную услугу страхования что законом запрещено.",ВТБ,https://www.banki.ru/services/responses/bank/response/12082287,Москва,Кредитная карта
56994,2025-01-03 10:01:20,Прошу банк рассмотреть мою заявку. на мое обращение CR-1438330 от 24. 12. 2024 года. На получение бесплатной кредитной карты и ее обслуживание первых 30 дней снятие наличных и перевод без % процентов и комиссии. Так как я являюсь пенсионным клиентом вашего банка. Конечно я сомневаюсь что банк пойдет мне на встречу. Но и платить за этот пластик 1990 т рублей и кормить процентами банк я тоже не собираюсь. Лучше синица в руках чем журавль в небе.,ВТБ,https://www.banki.ru/services/responses/bank/response/12082391,Санкт-Петербург,Кредитная карта
56988,2025-01-03 14:26:15,"У этого банка отсутствуни лояльность к своим клиентам, не первый раз замечаю когда другие банки могут сделать ту или иную операцию, а альфа идет наперекор ради своей выгоды.  У меня есть две кредитные карты в этом банке, которыми я активно пользуюсь, а также и другими выгодными предложениями. Однако меня огорчило такое отношение со стороны банка, когда я обратилась за помощью к ним.  У меня по одной из кредитной карты заканчивался льготный период в конце декабря. Самый огромный минус в том что банк не присылает напоминание о том что ЛП заканчивается, в отличие от других банков, которые заботятся о своих клиентах и видно что для них клиент - это не ходячий кошелек, на котором можно заработать. Таким образом я в новогодней суете забыла внести всю сумму, а также не было такой возможности ввиду обстоятельств. Вспомнив об этом 01.01.2025 примерно в 3 часа ночи, я сразу же внесла ту сумму которая была указана в ""общей задолженности"" естественно вместе с процентами, но оказалось спустя несколько часов, когда сумма обновилась, что это не все и нужно еще внести около 12 тыс. После всех манипуляций, я пишу в поддержку и составляю обращение с просьбой отменить проценты. На несколько таких обращений мне приходит отказ. Учитывая всю ситуацию, а также тот факт что я активно пользуюсь продуктами банка, и ранее не допускала просрочек - я считаю несправедливым отношением к своим клиентам.  Приведу пример другого банка Райффайзен, который выделяется своей лояльностью и дружелюбием к своим клиентам. Была подобная ситуация, но составив обращение, мало того что они мне ответили буквально через несколько часов, так Еще и вернулись ко мне с положительным ответом и с советом: По обращению CPL00000256 мы отменили проценты. Чтобы они не начислялись, начинайте пользоваться картой после новой выписки 22 октября. Чтобы в будущем не пропускать платежи, подключите пуши в онлайн-банке: Кредитная карта — О карте - Уведомления об операциях. Исходя из этого, можно сделать вывод у кого какие приоритеты...",Альфа-Банк,https://www.banki.ru/services/responses/bank/response/12082689,Санкт-Петербург,Кредитная карта
56974,2025-01-03 19:44:46,"Здравствуйте, вот мой негативный опыт использования карты. 01.01.25г. был последний день по закрытию долга 109218,57₽ по году без процентов по моей кредитной карте . Так же был долг ""60 дней"" 32634,01₽ со сроком погашения через 47 дней. 01.01.25г. в 15:14мск для погашения долгов по карте "" год без процентов "" открыла приложение Альфа банка и на экране с информацией о задолженности была размещена информация о необходимости внести 109218, 57₽ и о том, что есть ещё задолженность со сроком погашения через 47 дней 32634,01₽ Соответственно в 15:14 мск я внесла на карту 109218,57₽ для погашения долга и чтобы не было просрочки. Позже, в 00:00мск решила проверить, как привязались эти деньги. Оказалось, что полностью закрылся долг в 32634, 01, по которому ещё было 47 дней без процентов, а остаток закрыл часть долга из суммы в 109218.57. И по году без процентов возникла незакрытая сумма в 32634.01.₽ Я её тут же в 00:08 мск 02.01.25 полностью закрыла, и в приложении Альфа-Банка долгов не стало. Утром 02.01.25г. в 10:30 мск я увидела, что у меня опять начислен долг с годом без процентов 32634,01₽ и ещё и проценты 15869, 28₽. Я стала переписываться с сотрудником банка, чтобы выяснить, как образовались эти цифры задолженности. 02.01.25 в 13:50 я ещё раз пополнила счёт карты на 48503,29р. для закрытия дополнительно начисленных мне штрафов. Прошу привязать денежные средства корректно! Сумма по году без процентов была внесена в срок! По остальному долгу банк в приложении специально указал что для погашения есть ещё 47 дней! В итоге, я закрыла их раньше на 47 дней, а мне насчитали бешеные проценты! Прошу вернуть несправедливо начисленные мне пени и штрафы в размере=48503,29₽, так как они возникли по причине того, что банк ввёл меня в заблуждение разместив в приложении в разделе информации по задолженности информацию о том, что задолженность=109218, 57₽ необходимо погасить 01.01.25, а задолженность=32634.01₽ внести только через 47 дней. 02.01.25 в мобильном приложении банка отправила обращение с этой информацией, но ответ был отрицательный видимо составлен роботом.",Альфа-Банк,https://www.banki.ru/services/responses/bank/response/12083087,Москва,Кредитная карта
56962,2025-01-04 11:01:19,"Списали за проценты за окончание беспроцентного периода в размере 7135 рублей БЕЗ КАКИХ ЛИБО УВЕДОМЛЕНИЙ, в то время как другие банки, хотя бы при первом списании присылают уведомления о начислениях штрафов и пени! Начисления я не видела 4 дня! и бог знает сколько еще бы не увидела, если бы не зашла проверить! за 4 дня 7135 рублей! я столько не зарабатываю за неделю! плюс, оказывается беспроцентный период 60 дней, а не 365 как говорил мне сотрудник впаривший эту карту! я человек ответственный и никаких просрочек у меня ни разу в жизни не было, а теперь у меня испорченная кредитная история и спасибо вам большое, нет денег на жизнь вообще!! НИКОМУ И НИКОГДА НЕ СОВЕТУЮ ЭТОТ БАНК, Я БОЛЕЕ ЧЕМ УВЕРЕННА, ЧТО МНЕ ПРИДЕТ ОТПИСКА ЧТО Я САМА ВИНОВАТА (ДА Я ВИНОВАТА ЛИШЬ В ТОМ, ЧТО ВООБЩЕ СВЯЗАЛАСЬ С ЭТИМ БАНКОМ),при отрицательном решении о возврате, я больше никогда не воспользуюсь вашим банком, есть множество других банков, которые приносят мне заработок, а не наоборот обдирают меня. Всех с новым годом, желаю всем хороших банков, которые предупреждают о списании штрафов и процентов!",Альфа-Банк,https://www.banki.ru/services/responses/bank/response/12083596,Москва,Кредитная карта
56960,2025-01-04 13:43:33,"Год назад я закрыла кредитную карту ,да я и не пользовалась ей ,мне ее предложили ,взяла на всякий случай прошел месяц ,пришла в банк и закрыла ее .не нужна она мне .прошло пол года я заказываю отчёт кредитной истории и там отображается действующий договор ,звонила писала в Сбербанк говорят решаем эту проблему ,прошло ещё пол года все так же .Звоню пишу ,все так же решают эту проблему!!Были у меня и кредитки других банков,но такого дурдома только с Вами !",Сбербанк,https://www.banki.ru/services/responses/bank/response/12083820,Москва,Кредитная карта
